"codigo","id_pop","crm","clasificacion_sitio","categoria_planificacion","sistema_energia","pe_3g","mpls","olt","olt_3play","core","panel_solar","latitud","longitud"
LA922,5519,Austral,B1,C,ONGRID,NO,SI,NO,NO,NO,NO,-40.800596,-73.224968
AI473,5578,Austral,B1,C,ONGRID,NO,SI,NO,NO,NO,NO,-45.909714,-71.70148
MG784,5645,Austral,B2,C,ONGRID,NO,SI,NO,NO,NO,NO,-52.774819,-69.290748
ZV484,6257,Centro,C,nan,ONGRID,NO,NO,NO,NO,NO,NO,-32.61557,-71.429436
ZV709,6261,Centro,B2,nan,ONGRID,NO,NO,NO,NO,NO,NO,-32.613207,-71.426268
ZT039,6264,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-18.4740397,-70.3151942
ZL405,6478,Austral,B2,C,ONGRID,NO,NO,NO,NO,NO,NO,-41.666567,-73.197397
ZI044,6460,Austral,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-45.4455,-72.046833
ZV711,6525,Centro,B2,nan,ONGRID,NO,NO,NO,NO,NO,NO,-32.612546,-71.428342
AS648,6762,Metropolitano,B2,C,ONGRID,NO,NO,NO,NO,NO,NO,-33.421062,-70.616535
ZA248,6798,Norte,E,C,ONGRID,NO,NO,NO,NO,NO,NO,-23.650494,-70.398339
ZA266,6804,Norte,E,C,ONGRID,NO,NO,NO,NO,NO,NO,-22.470418,-68.930236
ZS544,6920,Norte,B2,C,ONGRID,NO,NO,NO,NO,NO,NO,-29.947375,-71.290597
ZS555,6920,Norte,E,C,ONGRID,NO,NO,NO,NO,NO,NO,-29.947375,-71.290597
ZS598,6920,Norte,E,C,ONGRID,NO,NO,NO,NO,NO,NO,-29.947375,-71.290597
ZV712,6992,Centro,C,nan,ONGRID,NO,NO,NO,NO,NO,NO,-32.631362,-71.422906
ZV482,8345,Centro,C,nan,ONGRID,NO,NO,NO,NO,NO,NO,-32.782929,-71.177629
AS938,289969,Metropolitano,B2,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.4741565,-70.6109987
FG054,1244347,Metropolitano,E,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.410679,-70.70755
BI001,5745386,Sur,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.443777,-70.655291
ZB630,13589294,Sur,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-36.607552,-72.10314
AS249,25507535,Metropolitano,E,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.42394,-70.741712
AS250,25507535,Metropolitano,E,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.42394,-70.741712
AS497,25507535,Metropolitano,E,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.42394,-70.741712
FG122,25513927,Metropolitano,E,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.452468,-70.569593
FG031,25513927,Metropolitano,E,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.452468,-70.569593
AS927,32737044,Metropolitano,E,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.432014,-70.68461
VR253RP,105608625,Centro,C,nan,ONGRID,NO,NO,NO,NO,NO,NO,-32.23625,-70.86189
RPADR,5744749,Norte,C,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444414,-70.655928
RPL026,5744750,Norte,C,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444413,-70.655927
RP997,5744751,Austral,B2,nan,OFFGRID,NO,NO,NO,NO,NO,NO,-33.444412,-70.655926
RP389,5744761,Sur,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444402,-70.655916
RPL027,5744762,Norte,C,nan,ONGRID,NO,NO,NO,NO,NO,NO,-19.2814425,-69.293077
RP076,5744763,Sur,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.4444,-70.655914
RP299,5744764,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444399,-70.655913
RPL007,5744765,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444398,-70.655912
RPL025,5744766,Austral,B2,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444397,-70.655911
RP016,5744767,Austral,B2,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444396,-70.65591
RPL001,5744768,Norte,C,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444395,-70.655909
RP258,5744769,Austral,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444394,-70.655908
RP085,5744770,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444393,-70.655907
RP460,5744771,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444392,-70.655906
RP772,5744772,Sur,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444391,-70.655905
RP462,5744773,Sur,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.44439,-70.655904
RP624,5744774,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444389,-70.655903
RP235,5744775,Sur,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444388,-70.655902
RP337,5744776,Austral,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444387,-70.655901
RP043,5744777,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444386,-70.6559
RP431,5744778,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444385,-70.655899
RP799,5744779,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444384,-70.655898
RPL018,5744780,Austral,B2,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444383,-70.655897
RP995,5744787,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444376,-70.65589
RP421,5744788,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444375,-70.655889
RP480,5744789,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444374,-70.655888
RP412,5744790,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444373,-70.655887
RP413,5744791,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444372,-70.655886
RP404,5744792,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444371,-70.655885
RP405,5744793,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.44437,-70.655884
RP553,5744794,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444369,-70.655883
RP384,5744795,Sur,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444368,-70.655882
RP049,5744796,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444367,-70.655881
RP160,5744797,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444366,-70.65588
RP157,5744798,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444365,-70.655879
RP158,5744799,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444364,-70.655878
RP002,5744800,Austral,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444363,-70.655877
RP249,5744801,Sur,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444362,-70.655876
RP005,5744802,Austral,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444361,-70.655875
RP347,5744803,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.44436,-70.655874
RP325,5744804,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444359,-70.655873
RP752,5744805,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444358,-70.655872
RP566,5744806,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444357,-70.655871
RP878,5744808,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444355,-70.655869
RP021,5744809,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444354,-70.655868
RP343,5744810,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444353,-70.655867
RP453,5744811,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444352,-70.655866
RP270,5744812,Norte,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444351,-70.655865
RP250,5744813,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.44435,-70.655864
RP064,5744814,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444349,-70.655863
RP774,5744815,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444348,-70.655862
RP107,5744816,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444347,-70.655861
RP230,5744817,Sur,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444346,-70.65586
RP130,5744818,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444345,-70.655859
RP256,5744819,Sur,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444344,-70.655858
RP430,5744820,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444343,-70.655857
RP397,5744821,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444342,-70.655856
RP714,5744822,Norte,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444341,-70.655855
RP715,5744823,Norte,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.44434,-70.655854
RP345,5744824,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444339,-70.655853
RP150,5744825,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444338,-70.655852
RP904,5744826,Austral,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444337,-70.655851
RP233,5744827,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444336,-70.65585
RP333,5744830,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444333,-70.655847
RP31,5744831,Centro,C,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444332,-70.655846
RP031,5744832,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444331,-70.655845
RP201,5744833,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.44433,-70.655844
RP818,5744835,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444328,-70.655842
RP812,5744836,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444327,-70.655841
RP054,5744837,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444326,-70.65584
RP360,5744838,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444325,-70.655839
RP820,5744839,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444324,-70.655838
RP819,5744840,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444323,-70.655837
RP313,5744841,Norte,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444322,-70.655836
RP147,5744842,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444321,-70.655835
RP353,5744843,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.44432,-70.655834
RP344,5744844,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444319,-70.655833
RP193,5744845,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444318,-70.655832
RP089,5744846,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444317,-70.655831
RP996,5744847,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444316,-70.65583
RP747,5744848,Norte,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444315,-70.655829
RP356,5744849,Norte,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444314,-70.655828
SA101,5744850,Metropolitano,C,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444313,-70.655827
LA192,5744851,Austral,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444312,-70.655826
ZZ203,5744852,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444311,-70.655825
RV387,5744853,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.44431,-70.655824
AM389,5744854,Metropolitano,B2,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444309,-70.655823
ZA038,5744855,Norte,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444308,-70.655822
AS661,5744856,Metropolitano,B2,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444307,-70.655821
SA595,5744857,Metropolitano,B2,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444306,-70.65582
AM896,5744858,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444305,-70.655819
RM062,5744859,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444304,-70.655818
ZM304,5744860,Metropolitano,C,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444303,-70.655817
AS946,5744861,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444302,-70.655816
RM733,5744862,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444301,-70.655815
RM225,5744863,Metropolitano,C,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.4443,-70.655814
AM914,5744864,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444299,-70.655813
ZB106,5744865,Sur,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444298,-70.655812
AS709,5744866,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444297,-70.655811
ZS040,5744867,Norte,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444296,-70.65581
ZS042,5744868,Norte,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444295,-70.655809
SA891,5744869,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444294,-70.655808
ZS039,5744870,Norte,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444293,-70.655807
ZS043,5744871,Norte,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444292,-70.655806
RS194,5744872,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444291,-70.655805
SA695,5744873,Metropolitano,C,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.44429,-70.655804
ZS041,5744874,Norte,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444289,-70.655803
AM097,5744875,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444288,-70.655802
AM740,5744876,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444287,-70.655801
AM941,5744877,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444286,-70.6558
ZM466,5744878,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444285,-70.655799
ZM534,5744879,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444284,-70.655798
EV514,5744880,Sur,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444283,-70.655797
ZB595,5744881,Sur,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444282,-70.655796
ZT111,5744882,Norte,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444281,-70.655795
ZE098,5744883,Sur,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.44428,-70.655794
TL149,5744884,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444279,-70.655793
RM060,5744885,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444278,-70.655792
ZO510,5744886,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444277,-70.655791
HL531,5744887,Sur,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444276,-70.65579
ZL411,5744888,Austral,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444275,-70.655789
VR727,5744889,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444274,-70.655788
RM714,5744890,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444273,-70.655787
ZE031,5744891,Sur,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444272,-70.655786
RM651,5744892,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444271,-70.655785
ZL503,5744893,Austral,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.44427,-70.655784
ZZ234,5744894,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444269,-70.655783
ZV386,5744895,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444268,-70.655782
EV900,5744896,Norte,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444267,-70.655781
ZB598,5744897,Sur,E,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444266,-70.65578
ZB599,5744898,Sur,E,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444265,-70.655779
VA890,5744899,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444264,-70.655778
AM771,5744900,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444263,-70.655777
LS975,5744901,Norte,C,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444262,-70.655776
ZM420,5744902,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444261,-70.655775
ZB565,5744903,Sur,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.44426,-70.655774
SA836,5744904,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444259,-70.655773
ZZ888,5744905,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444258,-70.655772
ZI020,5744906,Austral,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444257,-70.655771
ZL180,5744907,Austral,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444256,-70.65577
ZE182,5744908,Sur,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444255,-70.655769
TE450,5744909,Sur,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444254,-70.655768
TE454,5744910,Sur,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444253,-70.655767
ZZ228,5744911,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444252,-70.655766
ZZ229,5744912,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444251,-70.655765
ZZ073,5744913,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.44425,-70.655764
ZZ230,5744914,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444249,-70.655763
BI829,5744916,Sur,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444247,-70.655761
AM679,5744917,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444246,-70.65576
ZV504,5744918,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444245,-70.655759
ZZ269,5744919,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444244,-70.655758
ZZ270,5744920,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444243,-70.655757
AR050,5744921,Sur,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444242,-70.655756
AM734,5744922,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444241,-70.655755
SA691,5744923,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.44424,-70.655754
AM742,5744924,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444239,-70.655753
AM478,5744925,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444238,-70.655752
AM743,5744926,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444237,-70.655751
AM626,5744927,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444236,-70.65575
AM744,5744928,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444235,-70.655749
AM409,5744929,Metropolitano,C,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444234,-70.655748
ZZ308,5744930,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444233,-70.655747
ZZ324,5744931,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444232,-70.655746
ZZ294,5744932,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444231,-70.655745
ZZ492,5744933,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.44423,-70.655744
ZZ780,5744934,Austral,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444229,-70.655743
ZZ889,5744935,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444228,-70.655742
EV103,5744936,Sur,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444227,-70.655741
ZZ777,5744937,Austral,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444226,-70.65574
ZZ779,5744938,Austral,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444225,-70.655739
ZZ812,5744939,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444224,-70.655738
ZZ626,5744940,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444223,-70.655737
ZZ813,5744941,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444222,-70.655736
ZZ627,5744942,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444221,-70.655735
ZZ509,5744943,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.44422,-70.655734
ZZ962,5744944,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444219,-70.655733
ZZ628,5744945,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444218,-70.655732
ZZ934,5744946,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444217,-70.655731
ZZ935,5744947,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444216,-70.65573
ZZ494,5744948,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444215,-70.655729
ZZ847,5744949,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444214,-70.655728
ZZ938,5744950,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444213,-70.655727
ZZ815,5744951,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444212,-70.655726
ZZ819,5744952,Metropolitano,C,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444211,-70.655725
ZZ939,5744953,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.44421,-70.655724
ZZ866,5744954,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444209,-70.655723
SA000,5744955,Metropolitano,A,nan,ONGRID,NO,NO,NO,NO,SI,NO,-33.444208,-70.655722
ZA190,5744956,Norte,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444207,-70.655721
EV909,5744957,Norte,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444206,-70.65572
AS734,5744958,Metropolitano,E,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444205,-70.655719
RM184,5744959,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444204,-70.655718
ZZ011,5744960,Sur,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444203,-70.655717
TA627,5744961,Norte,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444202,-70.655716
VA105,5744962,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444201,-70.655715
AM982,5744963,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.4442,-70.655714
ZZ379,5744964,Norte,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444199,-70.655713
ZT109,5744965,Norte,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444198,-70.655712
ZB500,5744967,Sur,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444196,-70.65571
CO880,5744968,Norte,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444195,-70.655709
ZB298,5744969,Sur,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444194,-70.655708
RS933,5744970,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444193,-70.655707
AM730,5744971,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444192,-70.655706
AM415,5744972,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444191000000004,-70.655705
AM493,5744973,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.44419,-70.655704
SA400,5744974,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444189,-70.655703
EV898,5744975,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444188,-70.655702
RS940,5744976,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444187,-70.655701
SA213,5744977,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444186,-70.6557
AN746,5744978,Norte,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444185,-70.655699
ZZ046,5744979,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444184,-70.655698
CO513,5744980,Norte,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444183,-70.655697
AS655,5744981,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444182,-70.655696
DB247,5744982,Norte,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444181,-70.655695
PA491,5744983,Austral,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.44418,-70.655694
AM948,5744984,Metropolitano,E,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444179,-70.655693
AM949,5744985,Metropolitano,E,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444178,-70.655692
ZM233,5744986,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444177,-70.655691
ZM003,5744987,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444176,-70.65569
SA898,5744988,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444175,-70.655689
RS440,5744989,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444174,-70.655688
RS183,5744990,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444173,-70.655687
AM714,5744991,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444172,-70.655686
RS174,5744992,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444171,-70.655685
AM560,5744993,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.44417,-70.655684
AM559,5744994,Metropolitano,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.444169,-70.655683
