"codigo","id_pop","crm","clasificacion_sitio","categoria_planificacion","sistema_energia","pe_3g","mpls","olt","olt_3play","core","panel_solar","latitud","longitud"
TA224,2,Norte,A,A,ONGRID,SI,SI,NO,SI,SI,NO,-18.47078,-70.29408
ESTTA009,3,Norte,A,nan,ONGRID,NO,NO,NO,NO,SI,NO,-20.256711,-69.785729
ESTTA016,4,Norte,A,nan,ONGRID,NO,NO,NO,NO,SI,NO,-20.251709,-69.786013
ESTTA052,5,Norte,A,A+,ONGRID,SI,SI,NO,SI,SI,NO,-20.235105,-70.136744
TA164,6,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-20.218389,-70.140694
ESTTA047,7,Norte,A,A+,ONGRID,SI,SI,SI,NO,SI,NO,-20.215639,-70.152417
ESTTA015,8,Norte,B2,nan,ONGRID,NO,SI,NO,NO,NO,NO,-20.252709,-69.786013
ESTTA013,9,Norte,A,nan,OFFGRID,NO,NO,NO,NO,SI,SI,-19.003214,-70.037408
ESTTA012,10,Norte,B2,nan,OFFGRID,NO,SI,NO,NO,NO,SI,-20.98164,-69.674683
ESTAN009,11,Norte,A,nan,ONGRID,NO,SI,NO,NO,SI,NO,-22.2828297,-69.5674199
ESTAN056,12,Norte,A,nan,ONGRID,NO,SI,SI,SI,SI,NO,-22.456014,-68.928072
ESTAN014,13,Norte,A,nan,ONGRID,NO,NO,NO,NO,SI,NO,-23.102,-70.45
ESTAN060,14,Norte,A,nan,ONGRID,NO,NO,NO,NO,SI,NO,-23.3308023,-69.8410082
ESTAN005,15,Norte,A,nan,ONGRID,NO,SI,NO,NO,SI,NO,-23.7509873,-70.3518617
ESTAN053,16,Norte,A,nan,ONGRID,SI,SI,SI,SI,SI,NO,-23.652149,-70.400544
AN205,17,Norte,A,A,ONGRID,SI,SI,NO,NO,SI,NO,-23.610089,-70.377883
ESTAN002,18,Norte,A,nan,OFFGRID,NO,SI,NO,NO,SI,SI,-24.569401,-69.798132
ESTAN019,19,Norte,A,nan,OFFGRID,NO,NO,NO,NO,SI,SI,-25.294276,-69.86327
ESTAT007,20,Norte,A,nan,ONGRID,SI,SI,NO,NO,SI,NO,-26.390249,-70.04753
ESTAT036,22,Norte,A,nan,ONGRID,SI,SI,NO,SI,SI,NO,-27.364621,-70.329416
ESTAT009,23,Norte,A,nan,OFFGRID,NO,NO,NO,NO,SI,SI,-28.5736,-70.788027
ESTAT008,24,Norte,A,nan,ONGRID,NO,NO,NO,NO,SI,NO,-28.573762,-70.788077
ESTAT011,25,Norte,A,nan,ONGRID,NO,NO,NO,NO,SI,NO,-28.588355,-70.777032
ESTCQ011,26,Norte,A,nan,ONGRID,SI,SI,SI,SI,SI,NO,-29.910817,-71.222876
ESTCQ016,27,Norte,A,nan,ONGRID,NO,NO,NO,NO,SI,NO,-30.580889,-71.49547
ESTCQ014,28,Norte,A,nan,ONGRID,NO,SI,NO,NO,SI,NO,-31.913704,-71.489661
ESTVA005,29,Centro,A,nan,ONGRID,NO,NO,NO,NO,SI,NO,-32.450273,-71.236117
ESTCQ015,30,Norte,A,A,ONGRID,SI,SI,SI,SI,SI,NO,-30.60314,-71.198843
ESTCQ003,31,Norte,A,nan,ONGRID,NO,SI,NO,NO,SI,NO,-31.179097,-71.005096
ESTCQ021,32,Norte,A,A,ONGRID,SI,SI,NO,NO,SI,NO,-31.634606,-71.167203
ESTCQ013,33,Norte,A,C,ONGRID,SI,SI,NO,NO,SI,NO,-31.912278,-71.500854
ESTVA007,34,Centro,A,nan,ONGRID,NO,NO,NO,NO,SI,NO,-32.848623,-70.957818
ESTVA043,35,Centro,A,A+,ONGRID,SI,SI,NO,SI,SI,NO,-33.031083,-71.580156
ESTVA037,36,Centro,A,C,ONGRID,SI,SI,NO,SI,SI,NO,-33.043854,-71.6177362
ESTVA035,37,Centro,B1,B+,ONGRID,NO,SI,NO,NO,NO,NO,-33.5804,-71.6134
ESTVA034,38,Centro,A,nan,ONGRID,SI,SI,NO,NO,SI,NO,-33.413347,-70.666291
ESTRM034,39,Metropolitano,A,A++,ONGRID,NO,SI,NO,NO,SI,NO,-33.472806,-70.65775
URARM011,40,Metropolitano,A,nan,ONGRID,SI,SI,NO,NO,SI,NO,-33.445803,-70.674588
URARM006,41,Metropolitano,A,nan,ONGRID,SI,SI,SI,NO,SI,NO,-33.436798,-70.646231
URARM005,42,Metropolitano,A,nan,ONGRID,SI,SI,NO,NO,SI,NO,-33.414817,-70.662572
URARM009,43,Metropolitano,A,nan,ONGRID,NO,SI,SI,SI,SI,NO,-33.388923,-70.617495
URARM007,44,Metropolitano,A,nan,ONGRID,SI,SI,SI,SI,SI,NO,-33.410841,-70.567871
URARM036,45,Metropolitano,A,C,ONGRID,NO,SI,SI,NO,SI,NO,-33.4125,-70.606111
URARM003,46,Metropolitano,A,nan,ONGRID,NO,SI,SI,NO,SI,NO,-33.415546,-70.605553
URARM013,47,Metropolitano,A,nan,ONGRID,SI,SI,SI,SI,SI,NO,-33.386231,-70.567856
URARM014,48,Metropolitano,A,nan,ONGRID,SI,SI,SI,SI,SI,NO,-33.431443,-70.6134
URARM015,49,Metropolitano,A,nan,ONGRID,SI,SI,SI,SI,SI,NO,-33.516641,-70.606623
URARM008,50,Metropolitano,A,nan,ONGRID,SI,SI,SI,SI,SI,NO,-33.479147,-70.62243
URARM012,51,Metropolitano,A,C,ONGRID,NO,SI,SI,SI,SI,NO,-33.452642,-70.605307
ESTRM023,52,Metropolitano,A,B+,ONGRID,SI,SI,NO,NO,SI,NO,-33.488192,-70.704667
ESTRM020,53,Metropolitano,A,B+,ONGRID,SI,SI,SI,SI,SI,NO,-33.509708,-70.729611
URARM002,54,Metropolitano,A,nan,ONGRID,SI,SI,NO,NO,SI,NO,-33.425593,-70.6133
ESTRM024,55,Metropolitano,A,nan,ONGRID,SI,SI,NO,NO,SI,NO,-33.417901,-70.603183
ESTRM008,56,Metropolitano,A,nan,ONGRID,SI,SI,SI,SI,SI,NO,-33.369504,-70.738297
URARM016,57,Metropolitano,A,nan,ONGRID,SI,SI,NO,NO,SI,NO,-33.473659,-70.646501
URARM004,58,Metropolitano,A,nan,ONGRID,NO,SI,NO,SI,SI,NO,-33.55826,-70.71598
URARM010,59,Metropolitano,A,nan,ONGRID,NO,SI,NO,NO,SI,NO,-33.207028,-70.680166
URARM017,60,Metropolitano,A,C,ONGRID,SI,SI,SI,SI,SI,NO,-33.418866,-70.697145
ESTRM058,61,Metropolitano,A,nan,ONGRID,NO,SI,NO,NO,SI,NO,-33.447858,-70.848076
ESTRM033,62,Metropolitano,A,nan,ONGRID,SI,SI,NO,NO,SI,NO,-33.956624,-71.399968
ESTRM027,63,Metropolitano,A,B+,ONGRID,SI,SI,NO,SI,SI,NO,-33.731333,-70.739972
ESTOH024,64,Centro,A,A+,ONGRID,SI,SI,SI,SI,SI,NO,-34.170681,-70.749358
ESTOH004,65,Centro,B1,B+,ONGRID,SI,SI,NO,NO,NO,NO,-34.40787,-70.86089
ESTOH007,66,Centro,A,A,ONGRID,SI,SI,NO,NO,SI,NO,-34.58668,-70.987278
ESTMA021,67,Centro,A,nan,ONGRID,SI,SI,SI,NO,SI,NO,-34.984406,-71.241499
ESTMA022,68,Centro,A,A+,ONGRID,SI,SI,SI,SI,SI,NO,-35.430546,-71.66039
ESTMA004,69,Centro,A,A,ONGRID,SI,SI,NO,NO,SI,NO,-35.8455,-71.5932
ESTMA005,70,Centro,A,B+,ONGRID,SI,SI,NO,NO,SI,NO,-36.143116,-71.822368
ESTBI044,71,Sur,A,A++,ONGRID,SI,SI,SI,NO,SI,NO,-36.6086,-72.105783
ESTBI045,72,Sur,A,A+,ONGRID,NO,SI,SI,SI,SI,NO,-36.821485,-73.052302
ESTBI002,73,Sur,A,C,ONGRID,NO,SI,NO,NO,SI,NO,-37.041564,-72.377736
ESTBI049,74,Sur,A,nan,ONGRID,SI,SI,SI,NO,SI,NO,-37.471299,-72.349974
ESTAR002,75,Sur,A,nan,ONGRID,NO,SI,NO,NO,SI,NO,-37.9594,-72.433035
ESTAR012,76,Sur,A,nan,ONGRID,SI,SI,NO,NO,SI,NO,-38.232654,-72.351508
ESTAR031,77,Sur,A,A+,ONGRID,SI,SI,SI,SI,SI,NO,-38.735502,-72.586419
ESTAR008,78,Sur,A,nan,ONGRID,NO,SI,NO,NO,SI,NO,-39.372906,-72.633039
ESTLA047,79,Austral,A,A+,ONGRID,SI,SI,SI,NO,SI,NO,-39.816825,-73.246533
ESTLA043,80,Austral,A,nan,ONGRID,SI,SI,SI,NO,SI,NO,-40.576042,-73.133389
ESTLA044,81,Austral,A,nan,ONGRID,SI,SI,NO,NO,SI,NO,-41.4677389,-72.9642944
ESTTA017,82,Norte,B1,B+,ONGRID,SI,SI,NO,NO,NO,NO,-20.324722,-69.775278
TA593,83,Norte,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-20.206653,-70.130292
ESTTA011,84,Norte,B2,nan,ONGRID,NO,SI,SI,NO,NO,NO,-20.205713,-70.136966
ZT069,85,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-18.468972,-69.512389
ZT073,86,Norte,D,C,OFFGRID,NO,NO,NO,NO,NO,SI,-17.728583,-69.720222
ZT075,87,Norte,D,C,OFFGRID,NO,NO,NO,NO,NO,SI,-18.824944,-69.672056
ZT077,88,Norte,D,C,OFFGRID,NO,NO,NO,NO,NO,SI,-17.766806,-69.409472
ZT084,89,Norte,D,C,OFFGRID,NO,NO,NO,NO,NO,SI,-18.488722,-69.708222
ZT085,90,Norte,D,C,OFFGRID,NO,NO,NO,NO,NO,SI,-18.833056,-69.769778
ZT087,91,Norte,D,C,OFFGRID,NO,NO,NO,NO,NO,SI,-18.318833,-69.825611
ZT095,92,Norte,D,C,OFFGRID,NO,NO,NO,NO,NO,SI,-18.858111,-69.441889
ZT097,93,Norte,D,C,OFFGRID,NO,NO,NO,NO,NO,SI,-18.751278,-69.697278
ZT096,94,Norte,D,C,OFFGRID,NO,NO,NO,NO,NO,SI,-19.457111,-69.963694
AN706,95,Norte,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-23.439139,-70.434889
AN180,96,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-23.654111,-70.390186
AN175,97,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-23.540639,-70.386556
ESTAN001,98,Norte,D,nan,ONGRID,NO,SI,SI,NO,NO,NO,-23.590632,-70.387094
ZA110,100,Norte,D,C,OFFGRID,NO,NO,NO,NO,NO,NO,-24.374667,-70.550444
ZA111,101,Norte,D,C,OFFGRID,NO,NO,NO,NO,NO,SI,-24.267167,-70.526
ZZ165,5745357,Centro,D,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.443806,-70.65532
ZA114,102,Norte,D,C,OFFGRID,NO,NO,NO,NO,NO,NO,-22.285528,-70.243389
ESTAN026,103,Norte,B1,nan,OFFGRID,SI,SI,NO,NO,NO,SI,-22.9094492,-68.2038795
ESTAN004,104,Norte,A,C,ONGRID,NO,SI,NO,NO,SI,NO,-23.326861,-69.989214
AN042,105,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-23.63011,-70.37769
AN208,106,Norte,C,C,OFFGRID,NO,NO,NO,NO,NO,SI,-22.92059,-70.29754
ESTAN010,107,Norte,A,C,ONGRID,NO,SI,NO,NO,SI,NO,-22.195326,-69.757864
AN245,108,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-23.441916,-70.065134
ESTAN024,109,Norte,C,nan,ONGRID,NO,NO,NO,NO,NO,NO,-23.44744,-70.092181
AN034,110,Norte,D,C,OFFGRID,NO,NO,NO,NO,NO,NO,-22.349282,-69.667588
ESTAN011,111,Norte,B2,nan,OFFGRID,NO,NO,NO,NO,NO,NO,-22.165712,-69.416667
AN867,112,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-24.186219,-69.427908
AN975,113,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-24.429741,-69.521662
ESTAN028,114,Norte,B2,C,ONGRID,NO,SI,NO,NO,NO,NO,-22.332559,-68.990401
ESTAN030,115,Norte,B2,nan,ONGRID,NO,NO,NO,NO,NO,NO,-22.1507158,-69.7159513
ESTAN040,116,Norte,B1,C,ONGRID,NO,SI,NO,NO,NO,NO,-25.41853,-70.42561
ESTAN025,117,Norte,B1,B+,ONGRID,SI,SI,NO,NO,NO,NO,-24.207021,-69.075154
ESTAT002,118,Norte,B1,C,ONGRID,NO,SI,NO,NO,NO,NO,-27.412298,-70.401595
ESTAT001,119,Norte,B1,B+,ONGRID,SI,SI,NO,NO,NO,NO,-27.06705,-70.82064
AT307,120,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-28.154444,-69.786111
ESTAT025,121,Norte,B2,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.228917,-70.809667
ESTAT017,123,Norte,B1,C,ONGRID,NO,SI,NO,NO,NO,NO,-26.381473,-70.282682
ESTAT023,124,Norte,B2,C,OFFGRID,NO,SI,NO,NO,NO,NO,-28.121914,-70.559909
AT461,125,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-27.365666,-70.316357
AT183,126,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-27.351846,-70.352348
AT648,127,Norte,B1,C,ONGRID,NO,NO,NO,NO,NO,NO,-26.387956,-70.061675
ESTAT044,128,Norte,B2,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.0539087,-70.6564678
ESTAT037,129,Norte,B2,C,ONGRID,NO,SI,NO,NO,NO,NO,-26.247395,-69.627331
FN353,130,Norte,C,C,ONGRID,NO,SI,NO,NO,NO,NO,-27.737257,-70.184158
ESTAT022,131,Norte,B2,C,ONGRID,NO,NO,NO,NO,NO,NO,-26.819381,-69.233069
ESTAT012,132,Norte,B1,C,ONGRID,NO,SI,NO,NO,NO,NO,-28.479875,-70.779797
ESTAT013,133,Norte,B1,A,ONGRID,SI,SI,NO,NO,NO,NO,-28.575897,-70.762556
ESTCQ023,134,Norte,B2,C,ONGRID,NO,SI,NO,NO,NO,NO,-30.604189,-71.170586
CO630,135,Norte,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-29.752692,-71.325183
ESTCQ010,136,Norte,B1,B+,ONGRID,SI,SI,NO,NO,NO,NO,-29.937889,-71.222528
ESTCQ018,137,Norte,B1,B+,ONGRID,SI,SI,NO,NO,NO,NO,-30.168453,-70.80928
ESTCQ009,138,Norte,C,C,ONGRID,NO,SI,NO,NO,NO,NO,-29.255292,-70.740316
ESTCQ006,139,Norte,B1,B+,ONGRID,SI,SI,NO,SI,NO,NO,-29.96124,-71.340013
CO217,140,Norte,B1,C,ONGRID,NO,NO,NO,NO,NO,NO,-31.333543,-71.119187
ESTCQ008,141,Norte,B1,nan,ONGRID,NO,SI,NO,NO,NO,NO,-33.0639087,-70.6564678
ZS501,142,Norte,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-30.837284,-70.697173
CO596,143,Norte,C,C,ONGRID,NO,SI,NO,NO,NO,NO,-30.585,-71.1881
CO391,144,Norte,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-30.716147,-70.816158
RC554,145,Norte,D,C,OFFGRID,NO,NO,NO,NO,NO,NO,-31.858333,-71.406111
LS174,146,Norte,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-30.777315,-70.850153
ESTVA014,147,Centro,B1,B+,ONGRID,SI,SI,NO,NO,NO,NO,-33.571944,-71.615778
ESTVA002,148,Centro,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-33.171083,-71.618194
VR699,149,Centro,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-32.870222,-71.241
ESTVA024,150,Centro,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-32.838082,-70.590338
ESTVA009,151,Norte,B1,B+,ONGRID,SI,NO,NO,NO,NO,NO,-32.043361,-70.975337
VR688,152,Centro,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-33.043426,-71.480278
FN423,153,Centro,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-33.046444,-71.032
RV101,154,Centro,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-32.785111,-70.687092
VA878,156,Centro,C,C,ONGRID,NO,SI,NO,NO,NO,NO,-33.045411,-71.397869
ESTVA012,157,Centro,B2,nan,ONGRID,NO,SI,NO,NO,NO,NO,-33.04263,-71.421957
ZV075,158,Centro,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-33.462611,-71.656
ESTVA028,159,Centro,B1,B+,ONGRID,SI,SI,NO,NO,NO,NO,-32.54077,-71.438601
VA453,160,Centro,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-32.8355907,-70.1294821
ESTVA008,161,Centro,B2,nan,ONGRID,NO,SI,NO,NO,NO,NO,-32.835133,-70.129181
VA500,162,Metropolitano,B1,B+,ONGRID,SI,NO,NO,NO,NO,NO,-27.159279,-109.421445
ESTVA023,163,Metropolitano,B1,B+,ONGRID,SI,SI,NO,NO,NO,NO,-27.148953,-109.430796
ESTVA004,164,Centro,B1,C,ONGRID,NO,SI,NO,NO,NO,NO,-32.45,-71.2304
RV484,165,Centro,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-33.698611,-71.641944
VA820,166,Centro,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-33.6986,-71.6261
ESTVA033,167,Centro,B2,C,ONGRID,NO,NO,NO,NO,NO,NO,-33.008806,-71.547806
ESTVA027,168,Centro,B2,C,ONGRID,NO,SI,NO,NO,NO,NO,-32.749638,-71.21096
ESTVA029,169,Centro,B2,nan,ONGRID,NO,SI,NO,NO,NO,NO,-32.252998,-70.942224
ESTVA016,170,Centro,B1,C,ONGRID,NO,SI,NO,NO,NO,NO,-33.700003,-71.424128
RV891,171,Centro,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-33.723361,-71.456472
ESTVA011,172,Centro,B1,B+,ONGRID,SI,SI,NO,NO,NO,NO,-32.880611,-71.243875
ESTVA013,173,Centro,B1,nan,ONGRID,NO,SI,NO,NO,NO,NO,-33.047209,-71.445314
VR689,174,Centro,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-33.058035,-71.466069
VR241,175,Centro,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-32.906,-70.310861
ESTVA036,176,Centro,A,A,ONGRID,SI,SI,NO,NO,SI,NO,-32.751611,-70.729211
VR735,177,Centro,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-32.736044,-70.706592
VA309,178,Centro,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-32.749078,-70.720928
VA107,179,Centro,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-33.607039,-71.416925
FN393,180,Centro,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-32.806944,-70.6475
VA721,181,Centro,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-33.058511,-71.581128
VA320,182,Centro,B2,C,ONGRID,NO,SI,NO,NO,NO,NO,-32.759793,-70.648139
VA053,183,Centro,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-33.043877,-71.619297
ESTVA010,184,Centro,B1,B+,ONGRID,SI,SI,NO,NO,NO,NO,-32.769489,-71.4856
ESTVA017,185,Centro,B1,B+,ONGRID,SI,SI,NO,SI,NO,NO,-33.043894,-71.377339
SA140,186,Metropolitano,C,C,ONGRID,NO,SI,NO,NO,NO,NO,-33.450578,-70.652719
ESTRM025,188,Metropolitano,B2,nan,ONGRID,NO,SI,NO,NO,NO,NO,-33.487326,-70.618593
ZM519,189,Metropolitano,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-33.336913,-70.550927
ESTRM028,190,Metropolitano,A,B+,ONGRID,SI,SI,NO,NO,SI,NO,-32.976381,-71.013167
RS184,192,Metropolitano,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-33.384478,-70.5308659
RS149,194,Metropolitano,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-33.568944,-70.582583
SA417,195,Metropolitano,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-33.599669,-70.57655
SA268,196,Metropolitano,B2,C,ONGRID,NO,SI,NO,NO,NO,NO,-33.414694,-70.604111
SA331,197,Metropolitano,B2,C,ONGRID,NO,SI,NO,NO,NO,NO,-33.048839,-71.001302
ZM001,198,Metropolitano,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-33.405014,-70.5752579
ESTRM071,199,Metropolitano,B2,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.404702,-70.575514
ZM227,201,Metropolitano,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-33.4053056,-70.5768891
SA031,202,Metropolitano,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-33.363855,-70.350702
SA262,203,Metropolitano,C,C,ONGRID,NO,SI,NO,NO,NO,NO,-33.463433,-70.611256
ESTRM067,204,Metropolitano,B2,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.461834,-70.610552
AM017,205,Metropolitano,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-33.4368906,-70.6514908
SA548,206,Metropolitano,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-33.467647,-70.547306
AM206,207,Metropolitano,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-33.5139763,-70.6001401
ZM973,208,Metropolitano,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-33.508058,-70.7741752
SA736,209,Metropolitano,B1,C,ONGRID,SI,SI,NO,SI,NO,NO,-33.355969,-70.675567
SA250,210,Metropolitano,B1,C,ONGRID,NO,SI,NO,NO,NO,NO,-33.390486,-70.673108
RM940,211,Metropolitano,D,C,ONGRID,NO,SI,NO,NO,NO,NO,-33.535297,-70.575767
RM967,212,Metropolitano,D,C,ONGRID,NO,SI,NO,NO,NO,NO,-33.581389,-70.638611
SA929,213,Metropolitano,B1,C,ONGRID,NO,NO,SI,SI,NO,NO,-33.576972,-70.569917
RS263,214,Metropolitano,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-33.45263,-70.68235
ESTRM077,215,Metropolitano,B2,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.452378,-70.682266
ZM955,216,Metropolitano,C,C,ONGRID,NO,SI,NO,NO,NO,NO,-33.56955,-70.557454
ESTRM005,217,Metropolitano,B2,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.569594,-70.556679
ZM959,218,Metropolitano,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-33.6849001,-71.2138
RM896,219,Metropolitano,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-33.425576,-70.640078
RM725,220,Metropolitano,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-33.437944,-70.660694
RM946,222,Metropolitano,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-33.443333,-70.605833
RM528,224,Metropolitano,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-33.439086,-70.6508831
ESTRM063,225,Metropolitano,B2,C,ONGRID,NO,SI,NO,NO,NO,NO,-33.686623,-71.217168
SA461,226,Metropolitano,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-33.523458,-70.613847
SA176,227,Metropolitano,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-33.8135,-70.747056
ESTRM011,228,Metropolitano,B1,nan,ONGRID,NO,SI,SI,SI,NO,NO,-33.810312,-70.737668
SA151,229,Metropolitano,D,C,ONGRID,NO,SI,NO,NO,NO,NO,-33.423853,-70.613225
SA398,230,Metropolitano,D,C,ONGRID,NO,SI,NO,NO,NO,NO,-33.586687,-70.562856
SA135,232,Metropolitano,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-33.606364,-70.569192
ESTRM002,233,Metropolitano,B1,nan,ONGRID,SI,SI,SI,SI,NO,NO,-33.611305,-70.562635
SA034,234,Metropolitano,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-33.370333,-70.736194
SA573,235,Metropolitano,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-33.350389,-70.717
ESTRM007,236,Metropolitano,A,B+,ONGRID,SI,SI,NO,NO,SI,NO,-33.657111,-70.939925
ESTRM012,237,Metropolitano,B2,nan,OFFGRID,NO,NO,NO,NO,NO,SI,-33.0839087,-70.6564678
SA141,238,Metropolitano,D,C,ONGRID,NO,SI,NO,NO,NO,NO,-33.4428,-70.647575
RM652,239,Metropolitano,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-33.6023,-70.6694
SA154,240,Metropolitano,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-33.430652,-70.638462
RM864,241,Metropolitano,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-33.432472,-70.629278
SA010,242,Metropolitano,D,C,ONGRID,NO,SI,NO,NO,NO,NO,-33.466094,-70.571814
ESTRM022,243,Metropolitano,B2,nan,ONGRID,NO,SI,NO,NO,NO,NO,-33.381466,-70.754963
ZB732,5745358,Sur,E,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.443805,-70.655319
ZM343,244,Metropolitano,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-33.5956719,-70.7064581
ESTRM076,245,Metropolitano,B2,nan,ONGRID,NO,NO,NO,NO,NO,NO,-33.353598,-70.248911
SA574,246,Metropolitano,B2,C,ONGRID,NO,NO,NO,NO,NO,NO,-33.346139,-70.26978
SA097,247,Metropolitano,D,C,ONGRID,NO,SI,NO,NO,NO,NO,-33.397185,-70.584332
ESTOH013,248,Centro,B1,B+,ONGRID,SI,SI,NO,NO,NO,NO,-34.333272,-71.875425
RA116,249,Centro,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-34.765974,-71.213837
ESTOH012,250,Centro,B1,B+,ONGRID,SI,SI,NO,NO,NO,NO,-34.385021,-71.295453
RO108,251,Centro,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-34.486928,-72.015729
ESTOH015,252,Centro,B1,B+,ONGRID,SI,SI,NO,NO,NO,NO,-34.631393,-71.010387
OH492,253,Centro,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-34.116056,-71.732469
ESTOH009,254,Centro,B2,nan,ONGRID,NO,SI,NO,NO,NO,NO,-34.117272,-71.725176
RA098,255,Centro,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-34.225907,-70.786942
ESTOH005,256,Centro,B2,nan,ONGRID,NO,NO,NO,NO,NO,NO,-34.319651,-70.829494
OH487,257,Centro,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-33.955036,-71.846742
ESTOH011,258,Centro,B2,C,ONGRID,NO,NO,NO,NO,NO,NO,-34.592527,-71.210222
ZU100,259,Centro,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-34.7688,-71.044416
RO123,260,Centro,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-34.25166,-71.620981
FN552,261,Centro,C,C,ONGRID,NO,NO,NO,NO,NO,NO,-34.653944,-71.247139
ZU011,262,Centro,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-35.356639,-71.580936
ZU001,263,Centro,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-35.451361,-71.662833
ZU514,264,Centro,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-35.72825,-71.876028
ESTMA013,265,Centro,B2,C,ONGRID,NO,NO,NO,NO,NO,NO,-34.979611,-71.230972
ESTMA003,266,Centro,B1,B+,ONGRID,SI,SI,NO,NO,NO,NO,-35.00528,-71.15572
ZU016,268,Centro,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-35.3878419,-71.6096941
ESTMA001,269,Centro,B2,C,ONGRID,NO,SI,NO,NO,NO,NO,-35.330429,-72.409127
ZU023,270,Centro,D,C,ONGRID,NO,NO,NO,NO,NO,NO,-35.430219,-71.670172
